booking_id,hotel_type,lead_time,room_price,payment_type,customer_type,booking_channel,cancellation_status,cancellation_reason
870,Budget,7,2918,Pay at Hotel,New,Website,1,Better Alternative
871,Budget,27,5352,Prepaid,New,Website,1,Payment Failure
872,Resort,4,5186,Prepaid,Returning,Agent,0,Not Cancelled
873,City,16,4636,Prepaid,New,App,0,Not Cancelled
874,Budget,36,1719,Prepaid,New,Agent,1,Change of Plan
875,Budget,35,4850,Pay at Hotel,Returning,Agent,1,No Show
876,Budget,53,3139,Pay at Hotel,Returning,Website,1,Better Alternative
877,City,18,1555,Pay at Hotel,Returning,Website,1,Change of Plan
878,Resort,26,2669,Pay at Hotel,New,Website,1,Payment Failure
879,City,52,5272,Prepaid,New,Agent,1,Unknown
880,Resort,33,1307,Pay at Hotel,New,Agent,1,No Show
881,Budget,10,2236,Prepaid,New,App,0,Not Cancelled
882,Budget,53,3375,Prepaid,New,Agent,1,Better Alternative
883,City,44,4226,Pay at Hotel,Returning,Agent,1,No Show
884,City,46,1358,Prepaid,New,Website,1,No Show
885,Resort,11,3902,Pay at Hotel,Returning,Website,1,No Show
886,Resort,53,5316,Pay at Hotel,New,Website,1,Unknown
887,City,20,4422,Pay at Hotel,Returning,Website,1,Price Issue
888,Resort,53,5199,Pay at Hotel,New,Website,1,No Show
889,City,10,5837,Pay at Hotel,New,App,1,Payment Failure
890,Resort,38,4857,Prepaid,Returning,App,1,Payment Failure
891,City,27,4515,Pay at Hotel,New,App,1,Better Alternative
892,City,4,2101,Pay at Hotel,Returning,Website,1,Change of Plan
893,City,16,5985,Prepaid,New,Website,0,Not Cancelled
894,Resort,55,2955,Pay at Hotel,New,Website,1,Price Issue
895,Resort,19,1492,Pay at Hotel,Returning,App,1,Unknown
896,Resort,40,5150,Prepaid,New,Website,1,Unknown
897,City,45,2278,Prepaid,Returning,App,1,No Show
898,Resort,57,1056,Pay at Hotel,New,Website,1,Price Issue
899,Resort,11,3230,Prepaid,New,Agent,0,Not Cancelled
900,City,5,1241,Pay at Hotel,New,App,1,Better Alternative
901,Budget,16,2681,Prepaid,New,Agent,0,Not Cancelled
902,City,50,3446,Pay at Hotel,New,App,1,Better Alternative
903,Resort,18,4620,Pay at Hotel,New,Website,1,No Show
904,City,25,5477,Pay at Hotel,New,Website,1,Payment Failure
905,Budget,47,2535,Prepaid,Returning,Agent,1,Better Alternative
906,City,43,4535,Pay at Hotel,New,Website,1,Price Issue
907,Resort,43,3445,Prepaid,New,App,1,No Show
908,Budget,51,818,Pay at Hotel,New,Website,1,Better Alternative
909,Resort,31,1924,Pay at Hotel,Returning,Website,1,Unknown
910,Budget,5,4785,Pay at Hotel,Returning,App,1,Better Alternative
911,Budget,54,3454,Pay at Hotel,New,Agent,1,Unknown
912,City,57,2880,Pay at Hotel,New,Agent,1,No Show
913,City,35,2347,Prepaid,New,Website,1,Better Alternative
914,Resort,37,1661,Prepaid,Returning,App,1,Unknown
915,City,10,954,Prepaid,New,Agent,0,Not Cancelled
916,City,32,4294,Pay at Hotel,Returning,Agent,1,Change of Plan
917,Budget,23,1704,Pay at Hotel,New,Website,1,No Show
918,City,22,2069,Prepaid,Returning,App,1,Unknown
919,Budget,14,1204,Pay at Hotel,Returning,Agent,1,Price Issue
920,Budget,26,1643,Pay at Hotel,New,Website,1,Better Alternative
921,Budget,10,2582,Pay at Hotel,New,Website,1,Unknown
922,Resort,56,2364,Prepaid,New,Website,1,Unknown
923,Resort,50,1984,Prepaid,New,Website,1,Unknown
924,Resort,49,1546,Prepaid,New,Agent,1,Change of Plan
925,Budget,16,2525,Prepaid,New,App,0,Not Cancelled
926,Resort,50,3988,Prepaid,New,Website,1,Price Issue
927,Resort,52,1070,Pay at Hotel,Returning,Website,1,Payment Failure
928,City,13,5665,Pay at Hotel,New,Agent,1,Change of Plan
929,Resort,26,4756,Pay at Hotel,New,Website,1,Unknown
930,Resort,17,971,Pay at Hotel,Returning,Website,1,No Show
931,Budget,27,1073,Prepaid,New,App,1,Change of Plan
932,Budget,50,3106,Prepaid,New,Website,1,Change of Plan
933,Budget,46,1958,Pay at Hotel,New,Agent,1,Price Issue
934,Budget,46,2506,Prepaid,New,App,1,Payment Failure
935,Budget,3,2571,Pay at Hotel,Returning,Agent,1,Payment Failure
936,Budget,6,1221,Pay at Hotel,Returning,App,1,Change of Plan
937,Resort,44,2009,Pay at Hotel,New,App,1,Change of Plan
938,Budget,34,5475,Pay at Hotel,New,Website,1,Better Alternative
939,Budget,47,1690,Prepaid,Returning,Website,1,Unknown
940,City,8,5617,Pay at Hotel,New,Website,1,Price Issue
941,Resort,7,4067,Prepaid,Returning,Agent,0,Not Cancelled
942,Resort,51,5776,Pay at Hotel,Returning,Website,1,No Show
943,Resort,44,2273,Pay at Hotel,Returning,Website,1,No Show
944,Budget,16,4043,Pay at Hotel,New,App,1,Payment Failure
945,Budget,16,5278,Pay at Hotel,New,Website,1,Price Issue
946,Budget,48,2981,Prepaid,New,Website,1,Unknown
947,City,32,2249,Pay at Hotel,Returning,Website,1,Payment Failure
948,Budget,31,3896,Prepaid,New,Website,1,No Show
949,City,7,4056,Pay at Hotel,New,App,1,Change of Plan
950,Resort,18,3956,Pay at Hotel,Returning,Website,1,Price Issue
951,Budget,37,2390,Pay at Hotel,New,App,1,Price Issue
952,City,2,5039,Prepaid,New,Agent,0,Not Cancelled
953,City,58,4781,Pay at Hotel,New,Website,1,Better Alternative
954,Budget,4,2235,Pay at Hotel,Returning,Website,1,Unknown
955,Resort,12,1023,Pay at Hotel,New,Website,1,Change of Plan
956,Resort,46,1019,Pay at Hotel,Returning,App,1,Change of Plan
957,Resort,45,5074,Pay at Hotel,Returning,Website,1,Payment Failure
958,City,30,2454,Prepaid,Returning,Website,1,Price Issue
959,City,54,5328,Prepaid,New,Agent,1,Payment Failure
960,City,15,1064,Pay at Hotel,New,App,1,Change of Plan
961,City,49,1753,Pay at Hotel,New,App,1,Better Alternative
962,Resort,31,5324,Prepaid,Returning,Agent,1,Price Issue
963,Budget,21,4533,Pay at Hotel,Returning,App,1,Change of Plan
964,City,28,3574,Prepaid,New,Website,1,Better Alternative
965,City,21,3924,Pay at Hotel,Returning,Website,1,Unknown
966,Resort,42,1279,Pay at Hotel,New,Agent,1,No Show
967,Budget,2,4314,Prepaid,New,App,0,Not Cancelled
968,Budget,53,2153,Pay at Hotel,New,App,1,No Show
969,Resort,9,4122,Prepaid,New,App,0,Not Cancelled
970,Resort,41,4678,Prepaid,New,Agent,1,No Show
971,Budget,20,1689,Prepaid,New,Website,0,Not Cancelled
972,City,15,4654,Pay at Hotel,New,Agent,1,No Show
973,Budget,11,1724,Prepaid,Returning,Website,0,Not Cancelled
974,Resort,1,2970,Prepaid,New,Agent,0,Not Cancelled
975,City,40,2702,Pay at Hotel,Returning,Website,1,Better Alternative
976,City,23,5673,Pay at Hotel,Returning,App,1,No Show
977,Resort,34,3195,Pay at Hotel,New,App,1,Price Issue
978,Resort,55,828,Pay at Hotel,Returning,App,1,Payment Failure
979,Resort,29,834,Pay at Hotel,Returning,Agent,1,Payment Failure
980,Budget,56,4389,Pay at Hotel,Returning,Agent,1,No Show
981,Budget,29,3470,Prepaid,New,Agent,1,Payment Failure
982,City,46,4165,Pay at Hotel,New,App,1,Better Alternative
983,Resort,34,1388,Prepaid,New,Website,1,Change of Plan
984,City,18,4018,Pay at Hotel,New,App,1,Price Issue
985,City,49,3938,Prepaid,New,App,1,Unknown
986,City,7,1703,Prepaid,Returning,Website,0,Not Cancelled
987,City,25,4886,Pay at Hotel,Returning,Website,1,Payment Failure
988,Resort,48,2969,Pay at Hotel,New,Website,1,Change of Plan
989,City,39,1139,Prepaid,Returning,Website,1,Unknown
990,Resort,6,5070,Pay at Hotel,Returning,App,1,Better Alternative
991,Resort,29,2514,Pay at Hotel,Returning,Agent,1,Payment Failure
992,Budget,6,5492,Prepaid,Returning,App,0,Not Cancelled
993,Resort,2,5346,Prepaid,New,Website,0,Not Cancelled
994,Budget,0,1356,Prepaid,New,Agent,0,Not Cancelled
995,Resort,35,3887,Pay at Hotel,New,Agent,1,Better Alternative
996,Resort,24,4066,Pay at Hotel,Returning,App,1,No Show
997,Resort,36,4367,Pay at Hotel,Returning,App,1,Unknown
998,Budget,0,2856,Pay at Hotel,New,App,1,Price Issue
999,Budget,14,4699,Prepaid,New,Agent,0,Not Cancelled
1000,City,36,1816,Pay at Hotel,Returning,Agent,1,Price Issue
1001,Budget,12,2862,Prepaid,New,Agent,0,Not Cancelled
1002,Budget,39,1638,Pay at Hotel,New,Website,1,Price Issue
1003,Budget,7,2437,Pay at Hotel,Returning,Website,1,Price Issue
1004,Budget,4,5121,Prepaid,Returning,App,0,Not Cancelled
1005,City,59,4296,Pay at Hotel,New,Agent,1,Change of Plan
1006,Budget,8,2613,Pay at Hotel,Returning,App,1,Change of Plan
1007,Resort,0,4279,Prepaid,New,Agent,0,Not Cancelled
1008,Resort,35,2251,Pay at Hotel,Returning,App,1,Unknown
1009,Budget,34,3113,Prepaid,Returning,Website,1,Better Alternative
1010,Budget,1,2314,Prepaid,New,Agent,0,Not Cancelled
1011,Resort,39,2031,Prepaid,Returning,Website,1,Better Alternative
1012,Resort,22,2445,Prepaid,New,Agent,1,Change of Plan
1013,City,8,3799,Pay at Hotel,Returning,App,1,Price Issue
1014,Resort,33,4240,Pay at Hotel,New,Agent,1,No Show
1015,Resort,45,4856,Pay at Hotel,Returning,Website,1,Change of Plan
1016,Budget,13,1105,Prepaid,Returning,Agent,0,Not Cancelled
1017,Resort,3,4336,Pay at Hotel,New,App,1,Change of Plan
1018,City,29,2523,Pay at Hotel,Returning,Agent,1,Price Issue
1019,Resort,30,2489,Pay at Hotel,New,Website,1,Unknown
1020,Budget,37,2317,Pay at Hotel,Returning,App,1,Payment Failure
1021,Budget,10,4717,Prepaid,Returning,Website,0,Not Cancelled
1022,Resort,34,1219,Prepaid,New,Agent,1,No Show
1023,Budget,7,3736,Pay at Hotel,Returning,Website,1,Better Alternative
1024,City,2,4662,Prepaid,Returning,Agent,0,Not Cancelled
1025,City,13,5029,Pay at Hotel,New,App,1,Unknown
1026,Resort,59,2250,Pay at Hotel,Returning,Website,1,Change of Plan
1027,Resort,12,3896,Pay at Hotel,New,Website,1,Payment Failure
1028,Resort,44,4061,Prepaid,New,Agent,1,Price Issue
1029,Budget,31,1964,Pay at Hotel,New,Website,1,Price Issue
1030,City,33,2669,Prepaid,Returning,Website,1,Unknown
1031,City,44,2619,Prepaid,Returning,App,1,Payment Failure
1032,Budget,18,3505,Pay at Hotel,New,Agent,1,Change of Plan
1033,City,58,4315,Prepaid,Returning,Agent,1,Price Issue
1034,Resort,37,2142,Prepaid,New,App,1,No Show
1035,Resort,15,3026,Pay at Hotel,Returning,App,1,No Show
1036,Resort,1,1879,Prepaid,New,Agent,0,Not Cancelled
1037,City,39,5006,Prepaid,New,App,1,Change of Plan
1038,Resort,16,5363,Pay at Hotel,Returning,App,1,Payment Failure
1039,Budget,54,3579,Pay at Hotel,New,App,1,Price Issue
1040,Budget,33,3328,Prepaid,New,Agent,1,No Show
1041,City,41,1613,Pay at Hotel,Returning,App,1,Better Alternative
1042,Budget,59,5889,Pay at Hotel,New,Website,1,Payment Failure
1043,Budget,15,2831,Prepaid,New,Website,0,Not Cancelled
1044,City,37,1122,Prepaid,Returning,Agent,1,Better Alternative
1045,Resort,59,3769,Pay at Hotel,New,App,1,Unknown
1046,Resort,1,1703,Prepaid,New,Website,0,Not Cancelled
1047,Resort,1,2341,Pay at Hotel,New,Agent,1,Payment Failure
1048,City,25,4303,Pay at Hotel,New,Website,1,Better Alternative
1049,Budget,12,3453,Prepaid,New,App,0,Not Cancelled
1050,Resort,55,3276,Prepaid,New,Agent,1,Unknown
1051,Resort,46,4140,Pay at Hotel,New,Website,1,Change of Plan
1052,City,30,5043,Pay at Hotel,New,Agent,1,Unknown
1053,Resort,59,1941,Pay at Hotel,Returning,Website,1,Change of Plan
1054,City,33,1649,Pay at Hotel,New,Website,1,No Show
1055,Budget,38,1166,Prepaid,New,App,1,Payment Failure
1056,City,2,3697,Pay at Hotel,Returning,App,1,Payment Failure
1057,City,7,1889,Prepaid,New,Website,0,Not Cancelled
1058,City,22,4841,Prepaid,New,Agent,1,Price Issue
1059,City,13,2838,Pay at Hotel,New,Agent,1,Change of Plan
1060,Budget,55,3660,Prepaid,New,App,1,Change of Plan
1061,Budget,54,5070,Prepaid,New,Website,1,Payment Failure
1062,Resort,26,2654,Pay at Hotel,New,App,1,Better Alternative
1063,Budget,53,5483,Prepaid,Returning,Website,1,Price Issue
1064,Budget,28,1294,Prepaid,Returning,Website,1,Payment Failure
1065,Resort,38,3982,Pay at Hotel,Returning,App,1,Unknown
1066,Budget,52,2584,Pay at Hotel,Returning,Agent,1,Change of Plan
1067,City,38,4310,Pay at Hotel,Returning,App,1,Better Alternative
1068,City,0,4586,Pay at Hotel,New,Website,1,Price Issue
1069,Resort,16,4930,Pay at Hotel,New,App,1,No Show
1070,Resort,40,1798,Pay at Hotel,New,Agent,1,Price Issue
1071,Resort,29,5933,Pay at Hotel,New,Agent,1,Price Issue
1072,City,52,5269,Prepaid,New,Website,1,Change of Plan
1073,Budget,12,2251,Prepaid,Returning,App,0,Not Cancelled
1074,City,20,2551,Pay at Hotel,Returning,Agent,1,No Show
1075,Resort,18,3080,Prepaid,New,App,0,Not Cancelled
1076,Budget,52,5600,Prepaid,New,Agent,1,No Show
1077,Budget,18,5458,Pay at Hotel,New,Website,1,Payment Failure
1078,City,56,3734,Prepaid,Returning,Website,1,Payment Failure
1079,Resort,24,4534,Pay at Hotel,Returning,App,1,Change of Plan
1080,City,21,4146,Prepaid,New,Website,1,Change of Plan
1081,Budget,30,2673,Pay at Hotel,Returning,Agent,1,No Show
1082,City,16,5334,Prepaid,New,Website,0,Not Cancelled
1083,City,54,4603,Prepaid,Returning,Agent,1,Better Alternative
1084,Resort,22,2779,Prepaid,Returning,Agent,1,Payment Failure
1085,Resort,31,1498,Pay at Hotel,New,Website,1,Change of Plan
1086,Budget,9,2112,Prepaid,Returning,Agent,0,Not Cancelled
1087,City,9,3762,Prepaid,Returning,Agent,0,Not Cancelled
1088,City,35,3738,Pay at Hotel,New,App,1,No Show
1089,City,7,5587,Pay at Hotel,Returning,App,1,No Show
1090,Budget,53,3100,Prepaid,New,App,1,No Show
1091,Budget,51,3997,Prepaid,Returning,Website,1,Better Alternative
1092,Resort,19,926,Prepaid,New,App,0,Not Cancelled
1093,Resort,31,1991,Prepaid,New,Agent,1,Change of Plan
1094,Resort,49,3439,Pay at Hotel,Returning,Website,1,Price Issue
1095,City,13,5189,Prepaid,Returning,Website,0,Not Cancelled
1096,City,49,4716,Prepaid,New,Website,1,Better Alternative
1097,Resort,27,2166,Pay at Hotel,Returning,Website,1,Change of Plan
1098,City,45,1819,Prepaid,Returning,Agent,1,Payment Failure
1099,Resort,51,4879,Prepaid,Returning,Agent,1,No Show
1100,Budget,52,5314,Prepaid,New,App,1,No Show
1101,Resort,23,5339,Pay at Hotel,New,Website,1,No Show
1102,Budget,14,1484,Pay at Hotel,New,App,1,Change of Plan
1103,City,21,4429,Prepaid,Returning,Agent,1,No Show
1104,Resort,29,3687,Prepaid,Returning,Website,1,Better Alternative
1105,City,3,2262,Pay at Hotel,New,Agent,1,Payment Failure
1106,Budget,12,4886,Prepaid,New,App,0,Not Cancelled
1107,Budget,58,3061,Prepaid,Returning,Agent,1,Change of Plan
1108,Budget,22,4980,Pay at Hotel,Returning,Website,1,Payment Failure
1109,City,7,3641,Pay at Hotel,Returning,Website,1,No Show
1110,City,17,2567,Pay at Hotel,Returning,App,1,Price Issue
1111,City,11,4980,Prepaid,New,Website,0,Not Cancelled
1112,City,54,4360,Prepaid,Returning,Agent,1,Unknown
1113,Budget,30,2912,Prepaid,Returning,Agent,1,Better Alternative
1114,Budget,13,5558,Prepaid,New,Agent,0,Not Cancelled
1115,Resort,33,1426,Pay at Hotel,New,Agent,1,Better Alternative
1116,Resort,17,4959,Prepaid,Returning,App,0,Not Cancelled
1117,City,55,4214,Prepaid,New,Agent,1,Price Issue
1118,Budget,33,5814,Pay at Hotel,Returning,App,1,Unknown
1119,Budget,10,2175,Pay at Hotel,Returning,Agent,1,Better Alternative
1120,Budget,40,1981,Prepaid,New,App,1,Payment Failure
1121,Resort,11,1290,Pay at Hotel,New,Agent,1,Price Issue
1122,Resort,48,4529,Pay at Hotel,Returning,Agent,1,Price Issue
1123,Budget,14,4334,Prepaid,New,App,0,Not Cancelled
1124,Budget,56,4096,Prepaid,Returning,Website,1,Unknown
1125,Budget,30,2740,Prepaid,Returning,Website,1,Change of Plan
1126,Resort,48,5208,Prepaid,Returning,Website,1,Price Issue
1127,Budget,57,5814,Pay at Hotel,New,App,1,Payment Failure
1128,Budget,28,2682,Pay at Hotel,Returning,Website,1,Payment Failure
1129,City,25,5708,Prepaid,Returning,Website,1,No Show
1130,City,17,3787,Prepaid,Returning,App,0,Not Cancelled
1131,Resort,31,3959,Pay at Hotel,New,Website,1,No Show
1132,Budget,21,5575,Prepaid,Returning,Website,1,Price Issue
1133,Budget,37,5330,Prepaid,Returning,Website,1,Price Issue
1134,City,16,1481,Prepaid,Returning,App,0,Not Cancelled
1135,Resort,22,1873,Prepaid,New,App,1,Price Issue
1136,City,23,3187,Pay at Hotel,Returning,Website,1,Change of Plan
1137,City,49,3194,Prepaid,Returning,Website,1,Unknown
1138,City,7,3493,Pay at Hotel,New,App,1,Unknown
1139,City,40,2170,Prepaid,New,Website,1,Change of Plan
1140,Budget,5,5544,Prepaid,Returning,App,0,Not Cancelled
1141,Budget,4,5140,Pay at Hotel,Returning,Website,1,Payment Failure
1142,City,43,2956,Prepaid,Returning,App,1,No Show
1143,Resort,56,3380,Pay at Hotel,New,Agent,1,Unknown
1144,Resort,28,5191,Prepaid,New,Agent,1,Better Alternative
1145,Resort,27,2959,Prepaid,Returning,App,1,No Show
1146,Resort,10,4048,Prepaid,New,Agent,0,Not Cancelled
1147,City,56,4531,Prepaid,Returning,Website,1,Better Alternative
1148,Budget,0,4629,Prepaid,Returning,App,0,Not Cancelled
1149,Resort,42,2427,Pay at Hotel,New,App,1,Better Alternative
1150,City,18,4272,Pay at Hotel,Returning,Website,1,Price Issue
1151,Resort,8,827,Prepaid,New,Website,0,Not Cancelled
1152,Resort,26,2785,Prepaid,New,App,1,Payment Failure
1153,City,33,4953,Pay at Hotel,Returning,Website,1,Better Alternative
1154,Budget,43,2321,Pay at Hotel,New,App,1,Payment Failure
1155,Budget,3,1096,Prepaid,Returning,Website,0,Not Cancelled
1156,City,35,2981,Prepaid,New,App,1,Better Alternative
1157,Budget,17,4202,Pay at Hotel,Returning,Website,1,No Show
1158,City,14,3096,Prepaid,Returning,Website,0,Not Cancelled
1159,City,50,3397,Pay at Hotel,Returning,Agent,1,Unknown
1160,City,12,1701,Prepaid,New,Agent,0,Not Cancelled
1161,Budget,18,1898,Pay at Hotel,Returning,Agent,1,Better Alternative
1162,City,48,2477,Pay at Hotel,New,Website,1,Change of Plan
1163,Resort,5,3681,Prepaid,New,App,0,Not Cancelled
1164,Budget,47,5666,Pay at Hotel,New,Website,1,No Show
1165,Budget,55,2178,Prepaid,New,Agent,1,Payment Failure
1166,Budget,11,2048,Prepaid,New,Website,0,Not Cancelled
1167,Budget,50,4535,Prepaid,Returning,Agent,1,Change of Plan
1168,Resort,36,5041,Prepaid,New,Agent,1,Unknown
1169,Budget,16,2064,Pay at Hotel,Returning,App,1,Payment Failure
1170,Budget,57,2707,Prepaid,Returning,App,1,Unknown
1171,City,22,1858,Prepaid,New,Agent,1,No Show
1172,Budget,25,3549,Prepaid,Returning,Agent,1,Price Issue
1173,Resort,28,2848,Prepaid,Returning,Website,1,Price Issue
1174,Resort,32,5048,Pay at Hotel,New,Agent,1,Payment Failure
1175,Resort,59,3276,Prepaid,Returning,Website,1,Payment Failure
1176,Resort,26,4816,Pay at Hotel,New,Agent,1,Payment Failure
1177,Budget,24,5403,Pay at Hotel,New,App,1,Price Issue
1178,Budget,55,3997,Pay at Hotel,New,App,1,No Show
1179,Resort,54,5386,Prepaid,Returning,Agent,1,Payment Failure
1180,Resort,9,4353,Prepaid,Returning,Website,0,Not Cancelled
1181,Budget,46,5240,Prepaid,Returning,Website,1,Payment Failure
1182,Resort,22,2561,Prepaid,Returning,Website,1,Payment Failure
1183,City,20,1020,Pay at Hotel,New,Agent,1,Unknown
1184,Resort,20,5618,Pay at Hotel,New,Agent,1,Payment Failure
1185,Resort,42,5423,Prepaid,Returning,App,1,Price Issue
1186,City,12,3688,Prepaid,New,App,0,Not Cancelled
1187,City,36,2464,Prepaid,Returning,Agent,1,Price Issue
1188,Budget,32,4786,Prepaid,New,App,1,Price Issue
1189,Budget,23,5376,Prepaid,New,Website,1,Payment Failure
1190,City,43,3777,Prepaid,New,Website,1,Unknown
1191,City,10,2671,Prepaid,New,Agent,0,Not Cancelled
1192,Budget,16,2262,Pay at Hotel,New,Website,1,Better Alternative
1193,Resort,3,1144,Pay at Hotel,Returning,Agent,1,Better Alternative
1194,City,46,844,Pay at Hotel,Returning,Website,1,Price Issue
1195,Budget,24,2868,Pay at Hotel,New,Agent,1,Payment Failure
1196,Resort,29,2314,Prepaid,Returning,Website,1,Better Alternative
1197,City,8,3398,Prepaid,New,Website,0,Not Cancelled
1198,Resort,20,1801,Prepaid,New,App,0,Not Cancelled
1199,Budget,19,1833,Prepaid,New,App,0,Not Cancelled
1200,City,18,2840,Prepaid,New,App,0,Not Cancelled
1201,Resort,18,1073,Pay at Hotel,Returning,App,1,Payment Failure
1202,City,11,5851,Prepaid,New,App,0,Not Cancelled
1203,Resort,36,3447,Pay at Hotel,Returning,App,1,Price Issue
1204,Budget,41,2579,Prepaid,New,Agent,1,Payment Failure
1205,Budget,16,5276,Pay at Hotel,New,Agent,1,Unknown
1206,City,36,1278,Prepaid,Returning,App,1,Unknown
1207,Resort,53,1315,Pay at Hotel,New,Agent,1,No Show
1208,City,47,5086,Prepaid,New,App,1,Payment Failure
1209,City,38,1991,Prepaid,Returning,Agent,1,Unknown
1210,Resort,27,3468,Prepaid,Returning,Website,1,No Show
1211,Resort,40,2211,Prepaid,Returning,Agent,1,Better Alternative
1212,Resort,34,4080,Pay at Hotel,New,Agent,1,Better Alternative
1213,Budget,46,1071,Prepaid,New,Agent,1,No Show
1214,City,47,942,Pay at Hotel,Returning,Website,1,Payment Failure
1215,City,17,5988,Prepaid,Returning,App,0,Not Cancelled
1216,Budget,13,4132,Pay at Hotel,New,Agent,1,Payment Failure
1217,Resort,34,1587,Prepaid,New,Agent,1,Unknown
1218,Budget,43,2481,Prepaid,Returning,Website,1,Better Alternative
1219,Budget,40,1422,Pay at Hotel,Returning,App,1,Unknown
1220,Budget,59,4641,Prepaid,Returning,Agent,1,Payment Failure
1221,City,6,4476,Prepaid,Returning,Website,0,Not Cancelled
1222,Budget,40,3372,Pay at Hotel,New,App,1,Change of Plan
1223,City,12,5833,Prepaid,New,App,0,Not Cancelled
1224,City,17,4060,Pay at Hotel,New,Agent,1,Price Issue
1225,City,36,5512,Prepaid,New,Agent,1,No Show
1226,Resort,12,5927,Pay at Hotel,Returning,Agent,1,Payment Failure
1227,City,35,866,Pay at Hotel,New,Agent,1,Payment Failure
1228,City,30,5086,Pay at Hotel,Returning,Website,1,No Show
1229,Resort,1,5416,Pay at Hotel,New,Website,1,Payment Failure
1230,City,15,5885,Prepaid,New,Agent,0,Not Cancelled
1231,Budget,8,1940,Prepaid,New,App,0,Not Cancelled
1232,Budget,8,3114,Pay at Hotel,Returning,Agent,1,Payment Failure
1233,City,37,3332,Prepaid,New,App,1,No Show
1234,Resort,10,4380,Prepaid,Returning,App,0,Not Cancelled
1235,Budget,53,1987,Prepaid,Returning,App,1,No Show
1236,Resort,55,5271,Pay at Hotel,New,Website,1,Change of Plan
1237,Resort,21,5548,Prepaid,Returning,App,1,Unknown
1238,Budget,32,4139,Prepaid,New,App,1,Unknown
1239,Resort,35,1348,Pay at Hotel,Returning,Website,1,Change of Plan
1240,Budget,44,5993,Prepaid,New,App,1,Unknown
1241,Resort,22,4887,Pay at Hotel,Returning,App,1,Change of Plan
1242,Budget,44,872,Pay at Hotel,Returning,Agent,1,Unknown
1243,City,44,998,Pay at Hotel,New,App,1,Change of Plan
1244,Budget,33,4001,Prepaid,New,App,1,Change of Plan
1245,Budget,8,2581,Prepaid,New,App,0,Not Cancelled
1246,Budget,23,1371,Pay at Hotel,New,App,1,Change of Plan
1247,Budget,7,1590,Pay at Hotel,Returning,App,1,Unknown
1248,Resort,6,2438,Pay at Hotel,Returning,Website,1,Change of Plan
1249,City,35,2631,Pay at Hotel,Returning,App,1,No Show
1250,Budget,17,2655,Pay at Hotel,Returning,App,1,Price Issue
1251,Resort,2,1974,Pay at Hotel,New,Website,1,Unknown
1252,City,27,4540,Prepaid,Returning,Website,1,Change of Plan
1253,City,5,4077,Pay at Hotel,New,App,1,No Show
1254,City,43,978,Pay at Hotel,Returning,App,1,Price Issue
1255,City,43,3044,Pay at Hotel,New,App,1,Change of Plan
1256,Budget,20,4886,Prepaid,New,Agent,0,Not Cancelled
1257,Budget,27,1534,Prepaid,New,Agent,1,Unknown
1258,Resort,39,1598,Prepaid,New,App,1,Price Issue
1259,Resort,53,1587,Prepaid,New,Website,1,Better Alternative
1260,Resort,53,3595,Pay at Hotel,Returning,App,1,Payment Failure
1261,City,0,5104,Prepaid,New,Website,0,Not Cancelled
1262,City,35,5388,Pay at Hotel,Returning,Website,1,Unknown
1263,Budget,20,3884,Pay at Hotel,Returning,Website,1,Unknown
1264,City,59,3718,Pay at Hotel,New,App,1,Price Issue
1265,City,42,1531,Pay at Hotel,Returning,App,1,No Show
1266,City,34,1929,Pay at Hotel,Returning,Website,1,Change of Plan
1267,Resort,12,4246,Pay at Hotel,Returning,Agent,1,Payment Failure
1268,Resort,56,2405,Prepaid,New,Agent,1,Change of Plan
1269,Budget,48,4578,Prepaid,New,Agent,1,No Show
1270,City,53,3545,Prepaid,New,Website,1,Unknown
1271,City,53,3970,Prepaid,New,App,1,Payment Failure
1272,Budget,9,5489,Prepaid,Returning,Website,0,Not Cancelled
1273,City,52,3733,Pay at Hotel,Returning,Agent,1,Unknown
1274,City,43,2015,Prepaid,Returning,App,1,Unknown
1275,Resort,46,1124,Prepaid,Returning,Website,1,Price Issue
1276,Budget,52,5874,Prepaid,Returning,Website,1,No Show
1277,Budget,9,2650,Pay at Hotel,Returning,Agent,1,Price Issue
1278,Budget,45,2290,Pay at Hotel,New,Website,1,Price Issue
1279,Budget,12,1693,Pay at Hotel,Returning,App,1,Change of Plan
1280,Resort,36,2190,Prepaid,Returning,Agent,1,Unknown
1281,Resort,37,4189,Prepaid,Returning,Agent,1,No Show
1282,City,23,5039,Prepaid,New,App,1,Price Issue
1283,City,1,5279,Prepaid,Returning,Agent,0,Not Cancelled
1284,City,21,3063,Prepaid,Returning,Website,1,Payment Failure
1285,City,16,4232,Pay at Hotel,New,Website,1,No Show
1286,Resort,35,3171,Prepaid,Returning,Agent,1,Change of Plan
1287,Budget,13,3886,Pay at Hotel,New,App,1,No Show
1288,Resort,9,5112,Prepaid,New,Website,0,Not Cancelled
1289,City,34,2315,Pay at Hotel,Returning,App,1,Change of Plan
1290,Resort,24,3717,Pay at Hotel,Returning,Website,1,Payment Failure
1291,Budget,2,3152,Pay at Hotel,New,Website,1,Better Alternative
1292,Budget,46,1967,Pay at Hotel,Returning,Agent,1,Price Issue
1293,Resort,37,910,Prepaid,Returning,Agent,1,No Show
1294,Resort,16,5909,Prepaid,New,App,0,Not Cancelled
1295,Resort,11,5127,Prepaid,New,Agent,0,Not Cancelled
